Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
1,1,54,1,1,2742,3,5,5,5,4,4,3,3,3,3,3,2,3,3,34,33.0,0
1,1,69,0,2,2580,5,2,2,2,3,5,1,5,5,5,5,2,5,2,0,0.0,1
1,1,40,1,3,3220,3,4,5,5,3,3,3,3,2,4,3,1,4,3,5,12.0,0
0,1,25,0,2,1915,3,5,3,1,4,3,4,4,3,5,5,5,5,4,11,2.0,0
0,1,65,0,2,1936,4,5,4,5,2,4,2,2,4,3,5,5,5,2,0,0.0,0
0,1,43,1,2,1869,2,4,4,4,2,2,2,2,3,3,1,2,3,2,89,94.0,1
1,1,35,0,3,1738,3,4,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0,1
0,1,67,0,2,1430,2,1,2,1,2,2,2,2,2,3,2,2,2,2,0,0.0,0
1,0,51,1,1,2018,1,1,1,1,3,1,3,3,4,2,4,3,5,3,39,30.0,0
1,1,32,1,1,2793,4,4,4,4,4,4,4,4,5,4,4,3,5,4,0,0.0,1
0,0,39,1,2,2099,2,3,2,2,1,2,1,1,3,4,5,4,1,1,0,0.0,0
1,1,27,0,2,2063,4,5,5,5,5,4,5,4,4,4,4,3,4,2,20,56.0,1
0,1,40,1,1,75,3,3,3,3,5,5,5,5,5,5,5,3,5,3,0,0.0,1
0,1,35,1,2,1653,4,4,4,4,4,4,4,4,2,5,5,1,1,4,0,0.0,1
1,1,46,0,2,2308,4,4,4,4,5,5,4,5,5,5,5,5,5,5,0,0.0,1
1,1,35,0,2,4161,3,3,3,3,1,2,1,5,5,5,5,4,5,3,7,0.0,1
1,1,70,0,2,466,2,2,2,2,5,5,5,5,4,2,5,4,4,5,0,0.0,1
0,1,37,0,2,1534,2,4,2,3,4,2,4,4,3,4,4,5,5,4,0,0.0,0
1,0,17,1,2,2422,3,4,4,1,3,4,3,3,3,3,4,3,5,3,0,0.0,0
1,1,53,1,1,3939,1,1,4,1,4,4,4,2,3,5,1,4,5,4,10,0.0,1
1,1,70,0,2,234,3,3,5,3,5,5,4,4,4,4,4,3,4,4,0,0.0,1
1,1,30,1,2,3520,5,1,1,1,5,5,5,5,4,5,4,1,2,5,0,0.0,1
0,0,46,1,1,3023,5,5,5,1,1,5,1,1,3,4,3,5,4,1,0,0.0,1
0,1,18,0,2,2146,4,3,4,3,4,4,4,4,2,4,5,1,4,4,0,0.0,1
0,1,63,0,2,1558,3,3,3,4,3,3,3,3,4,5,3,2,4,3,0,0.0,0
1,1,7,0,2,1634,4,4,4,4,4,3,1,5,5,5,5,5,5,2,0,0.0,1
0,1,65,0,3,1906,3,1,3,4,5,3,5,5,3,3,3,2,4,5,0,0.0,0
1,1,45,1,2,296,4,4,4,4,2,5,3,4,4,4,4,3,4,2,0,3.0,1
0,0,29,1,1,2415,2,2,2,4,5,2,5,5,3,4,3,1,4,5,4,8.0,0
0,1,27,1,1,2414,3,3,3,3,5,5,5,5,3,4,5,4,4,5,78,78.0,1
1,1,30,1,1,2653,1,1,1,1,5,5,5,5,5,4,5,5,5,5,0,0.0,1
0,1,59,1,1,852,1,1,1,1,2,5,5,3,3,3,3,4,3,4,0,0.0,1
0,1,42,1,1,2420,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,0.0,1
0,1,38,1,2,1495,5,1,1,1,5,5,5,5,1,5,5,1,5,5,0,0.0,1
0,1,67,1,1,3095,4,3,3,3,1,4,3,3,3,3,4,4,3,2,32,23.0,0
1,1,45,0,2,1046,1,1,1,1,4,5,5,4,4,4,4,5,4,3,6,12.0,1
0,1,19,1,1,3107,4,4,4,4,3,4,3,3,1,3,3,4,1,3,0,7.0,1
1,1,32,0,2,1370,5,5,5,5,5,5,5,2,2,2,2,3,2,5,1,0.0,1
0,1,30,0,2,2663,2,3,2,2,2,2,2,2,4,4,2,3,4,2,8,5.0,0
1,1,28,1,1,3013,4,4,4,4,4,4,4,4,4,4,1,1,3,4,0,0.0,1
0,1,29,0,3,2210,3,4,3,3,2,3,2,2,4,4,4,3,5,2,8,0.0,0
0,1,48,1,1,1507,3,5,5,5,5,3,4,3,3,3,3,3,3,1,6,2.0,0
0,1,44,1,1,89,4,1,1,1,4,3,4,1,1,2,4,4,1,4,0,2.0,0
0,0,18,1,2,1703,1,0,1,3,2,1,3,2,2,2,5,5,1,2,0,0.0,0
0,1,34,1,1,2683,2,2,2,2,4,5,4,5,5,5,5,5,5,3,0,0.0,1
1,1,30,1,1,2722,3,1,1,1,3,3,3,3,4,4,4,2,3,3,0,0.0,0
1,1,30,1,1,3978,1,1,1,1,4,4,4,4,4,4,5,4,4,4,65,65.0,1
1,0,22,1,2,2110,2,4,2,3,5,2,5,5,3,4,4,4,5,5,17,9.0,0
1,1,57,1,2,405,3,3,3,3,1,3,3,3,3,3,3,4,3,1,0,0.0,0
1,1,26,0,2,1318,3,3,3,3,5,4,5,3,3,3,3,4,3,5,0,0.0,1
0,1,59,0,3,1741,2,1,2,4,4,2,4,4,3,5,3,2,4,4,19,20.0,0
1,1,26,0,2,1778,2,2,2,2,2,4,5,3,3,3,3,4,3,5,0,0.0,1
0,1,51,0,2,3136,3,5,3,3,3,3,3,3,5,2,4,4,4,3,0,4.0,0
0,1,31,0,2,3082,4,4,4,3,3,4,3,3,4,3,4,2,1,3,0,0.0,0
0,0,23,1,2,2237,1,5,1,4,3,1,1,3,3,1,2,5,5,3,0,0.0,0
0,1,63,0,2,2293,4,5,4,3,1,4,1,1,5,1,5,3,3,1,0,0.0,1
1,0,40,1,1,1779,2,2,2,3,5,2,5,5,5,5,4,4,5,5,0,0.0,0
0,1,47,0,2,2119,2,3,2,3,2,2,2,2,1,2,3,4,2,2,0,0.0,0
1,0,32,1,1,1805,1,1,1,1,2,1,2,2,3,2,5,3,4,2,13,0.0,0
0,1,21,1,1,3480,2,2,2,2,5,5,5,5,4,3,5,5,5,5,0,0.0,1
0,0,11,1,2,2151,2,4,3,1,1,3,1,1,3,3,5,3,5,1,0,5.0,0
1,1,45,0,2,2156,4,3,2,3,4,4,4,4,3,1,3,5,1,4,7,0.0,1
1,1,57,1,1,282,4,4,4,4,4,4,3,4,4,3,4,1,4,2,41,52.0,0
0,1,53,1,1,2323,3,3,5,3,5,5,5,5,5,5,4,5,5,5,22,22.0,1
1,1,53,0,2,70,5,5,5,5,4,5,4,5,5,5,5,4,5,5,2,65.0,1
0,0,21,1,1,2857,1,1,1,3,3,1,3,3,3,1,2,1,3,3,11,12.0,0
0,1,17,0,2,2110,1,4,1,4,2,1,2,2,3,2,4,2,4,2,0,1.0,0
1,1,58,1,2,311,4,4,4,4,4,3,2,4,4,4,4,1,4,5,3,5.0,1
1,1,43,1,1,206,5,5,5,5,4,4,5,5,5,5,5,4,5,3,0,7.0,1
1,1,55,1,2,716,1,0,0,1,4,1,2,3,3,1,5,1,3,2,6,0.0,0
1,1,25,1,1,2694,3,2,2,2,3,3,3,3,1,1,3,2,3,3,3,7.0,0
0,1,11,0,1,3071,3,5,3,3,4,3,4,4,3,4,5,5,4,4,0,0.0,0
1,1,40,1,1,1381,3,2,2,2,2,4,4,3,3,4,3,3,3,3,85,64.0,0
1,1,25,0,2,2226,1,4,1,1,1,5,5,5,5,4,5,5,4,5,154,177.0,0
0,1,37,1,1,248,4,2,2,2,4,4,4,3,3,3,4,2,3,1,0,11.0,0
1,1,29,1,1,1294,1,1,1,1,4,4,4,4,4,3,5,3,4,4,0,5.0,1
1,1,42,1,1,1971,5,5,5,5,4,5,2,5,5,5,3,1,5,3,0,0.0,1
0,1,48,1,2,3356,5,5,5,5,5,5,5,5,5,2,3,2,4,5,0,0.0,1
1,1,38,1,2,1358,4,2,2,2,4,4,4,4,4,4,3,5,2,4,0,0.0,1
1,1,56,1,1,3185,5,5,5,5,2,3,2,5,5,5,5,4,5,5,0,2.0,1
0,1,47,0,1,469,2,5,2,3,4,3,2,1,1,2,2,3,1,4,0,0.0,0
1,1,52,1,1,734,5,5,5,5,3,5,4,4,4,4,4,4,4,4,0,0.0,1
0,1,21,0,2,1927,2,4,2,4,1,2,1,1,3,4,4,5,4,1,32,33.0,0
1,1,56,1,1,3582,4,4,4,4,3,5,5,5,5,5,5,3,5,4,0,0.0,1
1,1,58,1,1,1738,4,4,5,4,5,4,4,5,5,5,5,4,5,3,7,5.0,1
0,0,35,1,1,1540,3,3,3,4,5,3,5,5,3,2,4,4,4,5,0,8.0,0
0,1,46,1,2,4094,4,5,5,5,4,4,4,4,5,4,4,4,1,4,0,11.0,1
1,1,35,1,2,1731,2,4,4,4,2,2,2,2,1,5,4,2,4,2,109,115.0,0
1,1,41,1,1,766,3,5,5,5,3,3,3,3,3,3,3,1,3,4,7,0.0,0
1,0,42,1,1,1943,5,5,5,1,1,5,1,1,3,5,4,3,4,1,57,50.0,1
0,1,34,1,1,2759,2,1,2,2,3,5,4,4,4,4,4,4,4,3,0,2.0,1
1,1,46,1,1,1648,4,4,5,4,5,3,5,5,5,5,5,5,5,4,7,0.0,1
0,1,36,0,2,2603,2,5,2,3,3,2,1,3,5,3,3,3,5,3,0,22.0,0
1,1,57,0,2,1471,3,3,4,3,3,4,5,4,4,4,4,3,4,2,31,69.0,1
0,1,58,0,2,2614,5,3,5,1,1,5,1,1,3,2,3,3,3,1,0,0.0,1
0,1,17,0,2,2960,3,3,4,2,5,4,5,5,3,3,1,2,3,5,0,37.0,0
0,0,62,1,1,1457,3,3,3,3,4,3,4,4,1,2,3,1,3,4,13,9.0,0
1,0,38,1,2,988,4,0,4,1,2,4,2,2,3,3,3,1,4,2,0,0.0,0
1,0,22,1,2,2813,2,2,2,2,4,2,4,4,5,2,3,4,5,4,0,0.0,0
1,1,31,1,1,1266,1,3,3,3,2,2,1,2,1,4,1,4,1,2,71,98.0,0
1,0,29,1,1,2541,3,3,3,3,2,3,2,2,3,5,5,3,4,2,95,77.0,0
0,1,39,0,2,1498,2,4,3,3,4,3,4,4,4,3,5,4,5,4,1,10.0,0
0,1,44,1,1,276,0,0,0,5,4,5,4,2,2,2,2,3,2,5,30,12.0,1
0,1,40,1,2,2113,5,5,4,5,5,4,5,5,3,1,2,4,4,5,0,0.0,1
1,0,48,1,1,1553,4,4,4,3,3,4,3,3,5,5,4,5,4,3,2,7.0,0
1,1,30,1,2,1258,4,1,1,1,4,3,4,4,1,3,4,1,4,4,8,7.0,0
1,1,44,0,3,218,2,2,2,2,3,1,4,5,5,5,5,3,5,5,0,0.0,1
0,0,16,1,2,1608,2,2,2,4,1,2,1,1,1,3,4,1,3,1,126,120.0,0
1,1,61,0,3,650,2,2,2,2,3,4,4,4,4,4,5,3,4,3,17,11.0,1
0,0,37,1,1,1150,4,4,4,1,4,4,4,4,3,2,5,3,5,4,0,0.0,1
1,1,53,1,1,2865,3,3,5,3,5,4,5,5,5,5,5,4,5,3,0,0.0,1
0,1,11,0,2,2181,4,5,4,3,2,4,2,2,5,3,5,5,5,2,8,0.0,1
0,1,60,0,2,2319,3,4,3,4,1,3,1,1,3,5,5,4,5,1,0,0.0,0
1,0,17,1,2,1315,1,1,1,3,5,1,5,5,1,3,3,3,3,5,0,0.0,0
0,0,33,1,2,1252,2,2,2,3,5,2,5,5,1,4,3,1,3,5,0,0.0,0
0,1,56,1,1,3989,4,4,4,4,3,5,5,4,4,4,4,5,4,3,8,9.0,1
0,0,30,1,3,2281,4,4,4,3,4,4,4,4,3,2,3,3,4,4,0,0.0,0
0,1,53,1,2,2543,4,5,5,5,4,4,4,4,4,3,1,3,5,4,0,0.0,1
0,1,52,1,1,3422,5,5,5,5,5,5,5,4,4,4,4,5,4,5,80,63.0,1
1,1,41,1,1,1607,1,4,4,4,4,2,1,1,1,1,1,2,1,1,49,51.0,0
0,1,58,1,1,2247,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,0.0,1
0,0,21,1,1,1946,5,4,5,4,5,5,5,5,5,3,4,5,4,5,104,113.0,1
1,1,38,0,3,2947,5,5,5,5,2,3,5,5,5,5,5,4,5,1,19,0.0,1
0,0,36,1,2,2171,1,1,1,4,1,1,2,1,2,1,4,2,3,1,0,8.0,0
1,1,59,1,1,2225,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0.0,1
0,1,58,0,2,1913,2,4,2,3,3,2,2,3,4,5,5,3,5,3,24,7.0,0
0,1,64,1,1,1024,2,4,4,4,1,4,4,2,2,2,2,2,2,3,10,4.0,0
1,1,43,1,2,418,2,2,2,2,1,3,3,3,3,2,3,2,3,4,10,15.0,0
0,1,54,1,1,2497,5,5,5,5,4,5,5,5,5,5,5,5,5,5,0,6.0,1
0,0,30,1,2,1932,3,4,3,3,2,3,2,2,1,3,3,1,4,2,0,0.0,0
0,1,68,0,2,1651,2,4,2,3,5,2,5,5,3,4,5,4,4,5,0,107.0,0
0,1,38,0,2,1732,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,0.0,0
0,1,59,1,1,2661,5,5,5,5,5,4,4,5,5,5,5,4,5,4,3,0.0,1
1,1,39,1,1,3390,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0,0.0,1
1,0,26,1,2,2391,2,2,2,3,1,2,1,1,2,4,3,4,3,1,0,0.0,0
1,1,22,1,3,2726,2,5,5,5,2,2,2,2,1,2,3,3,4,2,25,18.0,0
1,1,43,1,2,289,3,3,3,3,1,1,3,3,3,3,3,2,3,1,0,0.0,1
0,1,27,1,1,2764,1,1,1,1,5,4,5,5,5,4,3,3,4,5,10,0.0,1
1,1,54,0,2,411,4,2,4,4,3,4,4,3,3,4,3,2,3,1,0,0.0,0
0,1,49,1,1,682,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0.0,1
1,0,29,1,2,2284,1,1,1,3,1,1,1,1,2,1,3,3,4,1,82,68.0,0
1,0,30,1,2,2047,1,1,1,3,1,1,1,1,1,3,2,4,4,1,0,0.0,0
1,1,52,0,2,246,1,1,1,1,4,4,4,4,4,5,5,5,5,4,0,0.0,1
0,1,53,0,3,2233,2,3,2,3,4,2,1,4,4,1,2,3,2,4,0,0.0,0
0,1,60,1,1,3295,5,5,5,5,5,4,4,5,5,5,5,4,5,4,58,41.0,1
1,1,35,0,2,3700,1,1,1,1,3,5,4,5,5,5,5,4,5,5,7,19.0,1
1,1,49,1,1,3059,4,1,1,1,2,3,3,4,4,4,4,2,4,2,50,44.0,0
1,1,43,1,2,478,1,4,4,4,2,4,3,1,1,1,1,4,1,4,0,6.0,0
0,0,12,0,3,1481,2,3,2,4,4,2,4,4,4,1,1,1,5,4,24,9.0,0
0,1,44,1,1,3410,4,4,4,4,4,5,4,5,5,5,5,5,5,4,0,0.0,1
0,0,9,1,2,2748,1,2,2,3,4,2,4,4,2,4,4,1,3,4,100,76.0,0
1,1,55,1,1,1603,4,4,1,4,2,5,4,4,4,5,4,3,4,3,3,0.0,1
0,1,45,0,2,2835,1,5,1,3,2,1,2,2,4,3,4,4,4,2,19,0.0,0
0,1,54,1,1,908,2,2,1,2,3,4,3,2,2,2,2,4,2,1,0,0.0,0
1,0,28,1,2,2465,4,5,5,4,4,5,4,4,1,1,3,4,3,4,0,19.0,0
1,1,57,0,1,283,4,4,4,4,4,4,4,4,3,5,5,2,2,4,0,1.0,1
0,1,64,0,3,2924,3,3,3,3,4,3,4,4,4,3,2,4,2,4,21,0.0,0
0,1,47,0,2,2557,2,4,2,5,3,2,3,3,1,2,1,1,2,3,0,2.0,0
1,0,8,1,2,1973,3,1,3,4,1,3,1,1,1,5,4,3,4,1,0,0.0,0
1,0,33,1,2,2867,3,3,3,4,4,3,4,4,5,4,4,4,5,4,13,2.0,0
0,1,42,1,1,3698,4,4,4,4,4,5,4,4,4,4,4,4,4,3,0,0.0,1
1,1,68,0,2,432,4,2,4,3,5,2,2,1,1,4,1,1,1,4,0,0.0,0
1,1,31,1,2,2188,1,3,2,2,1,1,1,1,1,4,3,3,3,1,0,0.0,0
1,1,36,1,1,2415,2,1,1,1,5,4,4,2,2,2,2,1,2,1,0,0.0,0
1,1,44,1,1,2024,2,2,2,2,4,4,4,5,2,5,5,4,4,4,180,183.0,1
1,1,28,1,1,4867,1,1,1,1,4,4,4,4,3,3,5,3,5,4,36,41.0,1
0,1,48,1,1,2670,2,3,3,3,4,4,4,2,2,2,2,3,2,1,48,30.0,0
1,1,32,0,2,3451,5,1,1,1,4,2,5,5,5,5,5,5,5,3,2,3.0,1
1,1,26,0,2,1045,4,4,2,4,1,4,1,5,5,5,5,1,5,4,0,0.0,1
1,0,31,1,2,2449,2,2,2,3,1,2,1,1,2,2,4,2,4,1,0,0.0,0
1,0,59,1,1,1169,4,4,4,4,5,4,5,5,5,4,5,5,4,5,0,0.0,0
0,1,57,1,1,2407,3,3,3,3,5,4,4,4,4,4,4,4,4,3,0,0.0,1
1,0,26,1,2,1432,4,1,4,4,5,4,5,5,3,1,4,1,4,5,22,11.0,0
0,1,20,0,2,1769,2,5,2,2,4,2,5,4,5,2,5,4,5,4,0,0.0,0
1,1,41,1,1,3263,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,1
1,0,23,1,2,1874,2,4,2,4,2,2,2,2,4,2,5,4,5,2,0,0.0,0
0,1,54,0,2,2715,1,4,1,2,1,1,1,1,4,5,4,5,5,1,11,4.0,0
1,1,73,1,1,1789,1,1,1,1,2,1,3,4,4,4,4,4,4,3,0,0.0,1
1,1,34,1,3,4247,3,1,1,1,3,3,3,4,5,4,3,3,3,3,0,8.0,0
1,1,25,1,2,2583,5,4,4,4,5,5,4,5,5,2,5,2,5,5,34,11.0,1
1,1,47,1,1,2479,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0.0,1
0,1,45,1,1,2641,5,5,5,5,5,4,4,4,4,4,4,4,4,3,0,0.0,1
1,1,48,1,1,3142,3,1,1,1,1,4,3,3,3,3,3,1,3,1,5,15.0,0
1,1,8,0,2,1869,5,5,5,5,3,4,4,4,4,4,4,4,4,3,3,1.0,1
1,1,31,0,2,2798,0,4,0,3,1,0,1,1,2,1,4,5,1,1,0,0.0,1
1,1,53,1,1,3418,3,3,3,3,5,5,5,3,5,4,5,5,3,5,5,0.0,1
1,1,49,0,2,281,5,2,2,2,5,1,2,5,5,5,5,1,5,4,15,3.0,1
1,1,21,0,1,2111,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,0.0,1
1,1,41,1,1,383,3,3,3,3,5,1,3,5,5,5,5,1,5,1,0,0.0,1
1,0,34,1,2,2695,3,3,3,5,2,3,2,2,5,5,2,5,4,2,0,0.0,0
0,1,48,1,1,2299,2,2,2,2,2,2,3,2,2,2,2,1,2,4,11,14.0,0
0,0,36,1,2,1251,2,2,2,2,2,2,2,2,4,2,3,2,2,2,0,10.0,0
1,1,39,1,1,996,3,3,3,3,2,5,4,3,3,3,3,5,3,3,0,10.0,1
0,1,28,0,2,1162,1,5,1,4,1,1,1,1,3,4,5,5,5,1,0,0.0,0
1,1,53,1,1,1407,1,1,1,1,2,4,4,4,4,4,4,3,4,5,66,60.0,1
1,1,7,0,3,2148,4,2,4,2,2,2,3,4,4,4,4,1,4,1,57,51.0,1
1,1,66,1,1,866,2,5,5,5,1,4,3,2,2,2,2,4,2,3,0,1.0,0
0,1,48,0,2,2815,1,4,1,2,2,1,2,2,3,3,4,3,5,2,37,41.0,0
1,1,49,1,1,1611,4,4,4,4,2,4,5,2,2,2,2,5,2,5,7,0.0,1
0,1,49,1,2,2093,2,4,4,4,2,2,2,2,3,4,4,4,3,2,2,10.0,0
1,0,38,1,1,1718,5,4,4,5,4,4,4,4,3,2,4,5,5,4,0,0.0,1
1,0,25,1,1,1386,5,0,5,5,5,5,5,5,4,5,5,4,5,5,18,15.0,1
0,1,31,1,1,4967,3,3,4,3,3,4,3,3,2,1,1,4,2,3,0,2.0,1
1,1,40,1,2,2543,4,1,1,1,4,4,4,4,2,5,4,5,3,4,0,0.0,1
0,0,49,1,1,3011,4,5,5,2,3,4,3,3,3,4,4,3,4,3,0,0.0,0
0,1,28,1,1,2908,3,3,3,3,5,5,5,5,3,2,4,5,5,5,9,0.0,1
1,0,52,1,3,1590,3,3,3,5,1,3,1,1,2,1,3,5,5,1,0,0.0,0
0,1,47,1,3,894,3,5,5,5,3,3,3,3,1,1,1,3,2,3,34,20.0,1
1,1,66,0,2,826,5,5,5,5,3,4,5,4,4,4,4,4,4,5,19,12.0,1
1,1,44,1,1,3999,1,1,1,1,5,5,4,4,4,4,4,5,4,4,2,17.0,1
1,1,41,0,2,1661,3,3,3,3,2,4,5,4,4,4,4,3,4,4,22,6.0,1
1,0,40,1,1,2162,3,2,2,3,2,2,2,2,3,4,4,2,3,2,5,0.0,0
0,0,37,1,1,1972,1,1,1,3,5,1,5,5,5,4,5,4,5,5,1,0.0,0
1,1,42,1,1,1453,5,5,5,5,2,5,4,5,5,4,5,4,5,5,7,0.0,1
0,1,48,0,2,2351,3,4,3,1,5,3,5,5,5,4,4,4,4,5,0,5.0,0
0,0,29,1,1,1965,4,4,4,4,4,4,4,4,3,3,5,4,4,4,5,3.0,1
0,1,31,1,1,3711,4,4,4,4,4,4,4,4,4,2,4,4,3,4,0,0.0,0
0,0,16,1,2,1602,4,3,3,4,3,3,3,3,1,3,1,5,4,3,6,3.0,1
1,1,28,1,2,1726,1,4,4,4,1,1,1,1,4,2,4,3,4,1,11,0.0,0
1,1,23,0,2,2986,4,4,4,3,3,2,2,3,3,4,3,5,3,5,0,0.0,1
1,1,45,1,1,2763,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0.0,1
1,1,52,1,1,2595,2,2,2,2,3,4,5,3,3,3,3,5,3,5,0,0.0,1
1,1,45,1,1,1955,4,4,4,4,4,3,3,4,4,4,4,1,4,1,0,0.0,0
0,1,37,1,1,2149,5,5,5,5,2,4,5,4,4,4,4,4,4,4,5,0.0,1
1,1,57,1,1,1807,3,3,3,3,2,4,5,2,2,2,2,3,2,5,0,0.0,1
1,1,29,1,1,3599,1,1,1,1,3,3,3,3,3,5,5,3,4,3,0,0.0,1
1,0,23,1,3,1775,2,3,2,3,4,2,5,4,4,5,2,2,2,4,96,129.0,0
1,1,35,1,1,3469,3,4,4,4,4,4,4,3,3,3,3,3,3,1,0,0.0,0
1,1,9,0,2,1604,5,5,5,5,2,5,5,4,4,4,4,3,4,3,2,5.0,1
1,1,35,1,3,1865,1,3,3,3,1,1,1,1,4,2,3,1,4,1,90,78.0,0
1,1,47,1,2,517,4,2,2,2,5,4,3,4,4,4,4,1,4,1,0,9.0,0
1,0,26,1,2,2866,4,4,4,2,3,4,3,3,4,3,4,1,3,3,5,13.0,1
0,1,45,1,1,2521,5,5,5,5,5,5,4,5,5,5,5,5,5,5,34,19.0,1
0,1,42,1,1,2592,4,4,4,4,2,2,2,5,4,3,5,2,4,2,0,0.0,1
1,1,53,1,1,2872,1,3,3,3,3,3,3,1,1,2,1,2,1,2,0,3.0,0
1,1,31,1,1,4266,4,4,4,4,4,3,4,4,4,5,4,2,4,4,71,65.0,0
1,0,23,1,2,2149,3,3,3,4,1,3,1,1,2,4,3,4,3,1,7,9.0,0
0,1,43,1,1,433,1,1,1,1,5,4,4,4,4,4,4,5,4,4,2,0.0,1
0,0,36,1,2,1427,4,1,4,3,1,4,1,1,3,5,2,3,2,1,0,0.0,0
1,0,36,1,1,2276,4,4,4,4,1,4,1,1,4,4,4,5,5,1,0,0.0,0
0,1,12,0,3,2232,3,5,3,3,4,3,4,4,3,3,4,5,4,4,0,0.0,0
1,1,16,0,2,1039,4,5,4,3,3,4,3,3,3,4,5,5,4,3,5,0.0,0
0,1,30,1,1,3591,4,4,4,4,5,5,5,5,4,4,3,4,4,5,0,0.0,1
1,1,7,0,2,2116,5,4,5,2,2,5,2,2,3,5,4,5,4,2,58,97.0,1
0,1,53,1,1,2584,3,3,3,3,5,5,4,4,4,4,5,5,4,3,0,0.0,1
0,1,53,0,2,2778,3,5,3,3,1,3,1,1,2,1,3,1,5,1,0,4.0,0
0,1,52,1,1,2260,1,1,1,1,3,4,3,1,1,1,1,1,1,4,0,0.0,0
1,1,31,1,1,4231,2,2,2,2,5,5,5,5,5,5,5,3,5,5,31,56.0,1
0,1,69,0,3,1278,4,0,4,5,3,4,3,3,5,3,3,1,1,3,0,0.0,0
1,1,39,1,1,1547,3,3,5,3,5,4,4,5,5,5,5,5,5,5,0,0.0,1
0,1,15,0,2,1827,4,2,4,3,3,4,3,3,4,4,3,4,4,3,0,4.0,0
1,1,30,1,1,3474,2,2,2,2,4,4,4,4,4,4,5,3,4,4,3,0.0,1
1,1,60,1,1,2535,3,3,3,3,4,5,5,5,5,5,5,3,5,4,46,21.0,1
1,1,34,1,1,1761,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0.0,1
1,1,26,0,3,2099,4,4,4,4,3,4,5,5,5,5,5,4,5,3,24,17.0,1
0,1,44,1,1,3054,3,3,3,3,3,1,4,5,5,5,5,5,5,1,0,0.0,1
1,1,47,1,1,1973,2,2,2,2,3,5,5,4,4,4,4,3,4,4,0,0.0,1
1,0,10,1,2,1784,2,3,2,3,4,2,4,4,3,2,3,2,3,4,0,0.0,0
0,1,60,1,2,3621,4,3,3,3,4,3,3,3,5,1,2,3,1,3,0,19.0,0
1,1,9,0,2,3600,2,5,2,2,5,4,4,5,5,5,5,5,5,4,1,0.0,1
0,0,49,1,1,1461,4,4,4,3,5,4,5,5,5,3,4,3,4,5,21,11.0,1
0,1,64,1,1,3525,1,1,1,1,5,5,4,5,5,4,5,5,5,3,77,61.0,1
1,0,21,1,2,1951,2,1,1,3,3,1,3,3,3,5,2,4,2,3,8,6.0,0
1,0,40,1,1,4290,3,3,3,3,1,3,1,1,3,3,3,2,4,1,0,0.0,0
1,1,46,1,1,2975,3,3,3,3,4,5,4,5,5,5,5,4,5,5,1,0.0,1
0,1,66,0,2,1488,4,3,4,1,3,4,2,3,4,4,2,2,5,3,0,0.0,0
0,1,42,0,2,1637,3,5,3,2,2,3,4,2,4,3,4,4,5,2,13,30.0,0
0,1,19,1,3,1512,3,4,4,4,3,3,2,3,2,5,4,1,4,3,0,0.0,0
1,1,40,1,1,2853,2,3,3,3,2,3,4,2,2,2,2,3,2,1,34,43.0,0
0,1,58,1,1,2494,3,3,3,3,3,4,5,5,5,5,5,5,5,4,17,8.0,1
0,1,13,0,2,2510,0,4,0,2,5,0,5,5,3,4,4,3,4,5,0,0.0,1
1,0,50,1,1,2843,4,3,3,4,5,4,3,5,4,2,5,5,5,5,23,6.0,1
0,0,28,1,1,2199,4,4,4,2,1,4,1,1,4,2,5,4,5,1,0,0.0,1
0,1,40,1,2,2312,3,4,4,4,3,3,3,3,1,3,4,2,3,3,22,17.0,0
1,1,48,1,1,429,5,5,5,5,3,5,5,4,4,4,4,4,4,3,22,6.0,1
0,1,22,1,1,3603,3,3,3,3,1,2,1,1,5,1,3,2,3,1,0,4.0,1
0,1,60,1,3,1365,4,3,2,3,4,4,4,4,3,4,3,3,5,4,2,0.0,1
0,0,24,1,2,1933,1,3,1,3,4,1,4,4,3,5,4,4,4,4,0,6.0,0
1,1,51,1,1,310,2,2,2,2,2,4,4,4,4,4,4,3,4,4,0,0.0,1
0,1,59,1,1,340,3,2,2,2,3,2,2,3,3,3,3,2,3,4,48,55.0,0
0,0,30,1,2,2140,4,1,4,4,5,4,5,5,4,2,4,2,3,5,0,3.0,0
0,1,53,1,1,605,3,3,3,3,2,4,5,3,3,3,3,5,3,4,13,8.0,1
1,1,11,0,3,1213,1,1,1,1,5,5,5,5,5,4,3,3,5,5,55,37.0,1
